time,A_true,A_observed_blended,flux_unblended,flux_blended,mag_unblended,mag_blended,mag_observed,mag_sigma,mag_baseline_blended
-75.18796992481202,1.0077641237554646,1.001997428040237,16.41946088671427,63.45822404108816,24.46160276630101,22.99378021586904,22.99378021586904,0.0,22.995946732797492
-74.78696741854637,1.0079125394766069,1.00203561003377,16.421879018170653,63.46064217254454,24.46144287922683,22.993738843724007,22.993738843724007,0.0,22.995946732797492
-74.3859649122807,1.008064440728602,1.0020746887282421,16.424353939242938,63.46311709361683,24.461279261595507,22.993696501589987,22.993696501589987,0.0,22.995946732797492
-73.98496240601504,1.0082199241091394,1.002114688974742,16.42688722379345,63.46565037816734,24.46111181107239,22.99365316265574,22.99365316265574,0.0,22.995946732797492
-73.58395989974937,1.0083790892893274,1.0021556364150395,16.4294804957596,63.46824365013349,24.460940422117144,22.99360879926038,22.99360879926038,0.0,22.995946732797492
-73.1829573934837,1.0085420391237565,1.0021975575098974,16.432135430947145,63.47089858532104,24.46076498587158,22.993563382863133,22.993563382863133,0.0,22.995946732797492
-72.78195488721805,1.008708879764943,1.0022404795685163,16.43485375889483,63.473616913268714,24.460585390043143,22.993516884011914,22.993516884011914,0.0,22.995946732797492
-72.38095238095238,1.0088797207823337,1.0022844307791494,16.437637264813294,63.476400419187186,24.460401518783925,22.99346927231062,22.99346927231062,0.0,22.995946732797492
-71.97994987468672,1.0090546752860716,1.0023294402409428,16.44048779160162,63.47925094597551,24.460213252565023,22.99342051638516,22.99342051638516,0.0,22.995946732797492
-71.57894736842105,1.0092338600557411,1.0023755379970574,16.44340724194494,63.48217039631883,24.460020468045986,22.99337058384813,22.99337058384813,0.0,22.995946732797492
-71.17794486215539,1.0094173956742984,1.002422755069123,16.446397580496576,63.48516073487046,24.45982303793921,22.993319441262052,22.993319441262052,0.0,22.995946732797492
-70.77694235588973,1.0096054066674296,1.002471123493092,16.44946083614859,63.48822399052248,24.45962083086905,22.993267054101175,22.993267054101175,0.0,22.995946732797492
-70.37593984962406,1.009798021648569,1.0025206763565464,16.45259910439456,63.49136225876845,24.45941371122539,22.993213386711695,22.993213386711695,0.0,22.995946732797492
-69.97493734335839,1.0099953734698344,1.0025714478375278,16.45581454978878,63.494577704162666,24.45920153901152,22.993158402270417,22.993158402270417,0.0,22.995946732797492
-69.57393483709274,1.0101975993791446,1.0026234732449584,16.45910940850614,63.49787256288003,24.45898416968595,22.99310206274169,22.99310206274169,0.0,22.995946732797492
-69.17293233082707,1.0104048411837923,1.002676789060722,16.462485991007238,63.501249145381124,24.45876145399808,22.993044328832646,22.993044328832646,0.0,22.995946732797492
-68.7719298245614,1.0106172454207734,1.0027314329834842,16.465946684813527,63.50470983918741,24.458533237817253,22.992985159946556,22.992985159946556,0.0,22.995946732797492
